#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (03-2024 - 02-2026),SV Forecasting trend (03-2026 - 03-2027)
97,natural mosquito repellent lotion,us,0,40,0.35,,all natural mosquito repellent,2025-12-31 20:56:33,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",50,400,450,2015-10-31,"Informational,Commercial,Non-branded,Non-local",English,,
98,which natural shea lotion hydrates the most?,us,,40,,,,,,40,,,2025-07-16,,,,
99,natural face lotion with spf,us,3,40,1.60,,sunscreen moisturizer,2025-12-15 15:13:16,"Sitelinks,People also ask,Discussions,Thumbnail",40,250,250,2017-06-11,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
100,natural coconut lotion,us,0,40,0.60,,coconut lotion,2025-12-30 14:42:33,"Shopping,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",50,300,300,2015-12-01,"Informational,Commercial,Non-branded,Non-local",English,,
101,natural indoor tanning lotion,us,0,40,0.30,,non toxic tanning bed lotion,2025-11-09 23:25:56,"Thumbnail,Sitelinks,People also ask,Shopping",40,150,150,2015-12-17,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
102,tanning lotion natural,us,3,40,,,organic self tanner,2025-12-14 18:55:31,"Shopping,Thumbnail,People also ask,Discussions,Sitelinks",50,800,800,2017-02-07,"Informational,Commercial,Non-branded,Non-local",English,,
103,natural lotion for sensitive skin,us,6,40,2.50,,goats milk lotion,2025-11-25 01:31:28,"AI Overview,Thumbnail,People also ask,Discussions,Shopping,Sitelinks,Top stories,Video preview",40,1000,1000,2016-02-15,"Informational,Commercial,Non-branded,Non-local",English,,
104,best setting lotion for natural hair,us,0,40,0.07,,setting lotion,2025-12-17 17:09:38,"People also ask,Shopping,Thumbnail,Discussions,Sitelinks",50,100,100,2016-10-13,"Informational,Commercial,Non-branded,Non-local",English,"32, 43, 57, 46, 47, 57, 36, 141, 421, 34, 51, 48, 42, 34, 37, 35, 43, 37, 38, 44, 39, 18, 64, 37","42, 40, 36, 32, 28, 31, 38, 48, 124, 62, 55, 32"
105,natural moisturizing factors + inulin body lotion,us,,40,,,,,,100,,,2024-08-06,,,,
106,best aftershave lotion natural ingredients 2025,us,,40,,,,,,40,,,2025-08-09,,,,
107,natural tan lotion,us,12,40,,,organic self tanner,2025-12-26 06:09:32,"AI Overview,Thumbnail,Sitelinks,People also ask,Shopping,Discussions,Top stories,Video preview",60,800,800,2015-09-06,"Informational,Commercial,Non-branded,Non-local",English,,
108,natural lotion for men,us,2,40,0.30,,natural lotion,2026-01-06 17:25:36,"AI Overview,Thumbnail,Sitelinks,Shopping,People also ask,Discussions",50,400,400,2018-04-23,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
109,100% natural body lotion,us,,30,,,,,,80,,,2018-01-31,,,,
110,all natural skin lotion,us,3,30,2.50,,natural body lotion,2026-01-01 09:44:03,"Shopping,Thumbnail,People also ask,AI Overview,Sitelinks,Discussions,Top stories,Video preview",30,1500,1500,2015-10-20,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
111,natural body lotion base,us,,30,,,,,,30,,,2020-09-03,"Informational,Commercial,Non-branded,Non-local",English,,
112,all natural sunscreen lotion,us,,30,,,,,,40,,,2021-08-24,,,,
113,organic natural body lotion,us,4,30,1.90,,organic body lotion,2026-01-19 21:02:02,"AI Overview,Thumbnail,Top ads,Shopping,People also ask,Sitelinks,Discussions,Bottom ads,Paid sitelinks",50,350,350,2015-09-19,"Informational,Commercial,Non-branded,Non-local",English,,
114,hair lotion for natural hair,us,1,30,0.40,,best hair moisturizer,2026-01-03 14:19:02,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",60,800,900,2015-10-20,"Informational,Commercial,Non-branded,Non-local",English,,
115,natural body lotion for men,us,1,30,0.60,,men lotion,2025-12-21 16:44:06,"Shopping,Thumbnail,People also ask,AI Overview,Sitelinks,Discussions",40,200,200,2017-11-20,"Informational,Commercial,Non-branded,Non-local",English,,
116,best natural body lotion for sensitive skin,us,,30,,,,,,30,,,2017-03-03,,,,
117,nivea natural glow cell repair body lotion,us,,30,,,,,,100,,,2023-06-05,,,,
118,olay natural white body lotion,us,,30,,,,,,80,,,2025-01-04,,,,
119,what is a natural bronzer tanning lotion,us,0,30,,,does bronzer help you tan,2026-01-02 02:50:30,"People also ask,Discussions",30,100,100,2020-07-09,"Informational,Non-branded,Non-local",English,,
120,jergens natural shea lotion reviews,us,,30,,,,,,30,,,2025-07-20,,,,
121,best natural skin lotion,us,0,30,0.45,,non toxic body lotion,2025-12-31 22:01:54,"Thumbnail,People also ask,Sitelinks,Shopping,Discussions",40,2800,2900,2017-10-03,"Informational,Commercial,Non-branded,Non-local",English,,
122,all natural shea butter lotion,us,0,30,1.90,,best shea butter lotion,2026-01-22 15:02:04,"Shopping,Thumbnail,People also ask,Sitelinks,Top stories,Video preview",30,80,80,2015-09-26,"Informational,Commercial,Non-branded,Non-local",English,,
123,best natural after sun lotion,us,,30,0.30,,,,,40,,,2016-05-29,"Informational,Commercial,Non-branded,Non-local",English,,
124,nivea natural glow even tone lotion,us,,30,,,,,,100,,,2025-02-06,,,,
125,top-selling vegan lotion with natural oils,us,,30,,,,,,40,,,2025-07-24,,,,
126,natural organic body lotion,us,3,30,2.00,,organic body lotion,2025-12-22 09:08:40,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",60,300,300,2015-09-06,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
127,all natural moisturizing lotion,us,,30,,,,,,30,,,2016-10-27,,,,
128,jergens natural glow sunless tanning lotion,us,1,30,,,jergens natural glow daily moisturizer,2025-12-13 19:25:33,"People also ask,Sitelinks,Knowledge panel,Discussions",40,2200,2400,2020-06-24,"Informational,Commercial,Branded,Non-local",English,,
129,skintimate natural shea lotion reviews,us,,30,,,,,,30,,,2025-07-20,,,,
130,top-selling vegan lotion with natural oils 2025,us,,30,,,,,,30,,,2025-08-11,,,,
131,natural body lotion recipe,us,1,30,,,natural lotion recipe,2026-01-02 17:08:09,"AI Overview,Thumbnail,Top ads,People also ask,Top stories,Video preview,Sitelinks,Bottom ads,Paid sitelinks",60,250,300,2015-12-09,"Informational,Non-branded,Non-local",English,,
132,nivea natural fairness body lotion bottle,us,,30,,,,,,100,,,2025-06-11,,,,
133,jergens natural glow melanin glow body lotion,us,0,30,0.15,,jergens melanin glow,2026-01-01 18:32:49,"Thumbnail,Sitelinks,People also ask,Discussions,Video preview,Shopping",40,300,350,2022-10-27,"Informational,Commercial,Branded,Non-local",English,,
134,homemade natural lotion,us,2,30,,,homemade lotion,2025-12-30 16:37:01,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories",30,2400,2700,2016-03-30,"Informational,Non-branded,Non-local",English,,
135,natural magnesium lotion,us,1,30,0.60,,magnesium lotion,2026-01-23 22:06:17,"Shopping,Thumbnail,People also ask,Discussions",40,1000,1000,2018-06-28,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
136,lotion with natural ingredients,us,,30,,,,,,30,,,2017-06-27,,,,
137,natural deodorant lotion,us,24,30,3.00,,all natural deodorant,2026-01-05 00:30:02,"Shopping,Thumbnail,Sitelinks,People also ask,Discussions",100,900,900,2020-06-11,"Informational,Commercial,Non-branded,Non-local",English,,
138,unscented natural lotion,us,0,30,0.50,,unscented lotion,2026-01-05 15:21:29,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",40,300,300,2015-10-30,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
139,just natural indoor tanning lotion,us,,30,,,,,,40,,,2015-10-03,"Informational,Commercial,Transactional,Branded,Non-local",English,,
140,olay natural shea lotion reviews,us,,30,,,,,,30,,,2025-07-18,,,,
141,natural lotion for toddlers,us,,30,,,,,,30,,,2023-05-12,,,,
142,southern natural goat milk lotion,us,,30,,,,,,30,,,2024-03-10,,,,
143,jergens natural glow lotion results,us,,30,,,,,,30,,,2018-03-12,,,,
144,natural face lotion for sensitive skin,us,1,30,1.80,,natural face moisturizer for sensitive skin,2025-12-27 16:08:31,"AI Overview,Thumbnail,Shopping,People also ask,Sitelinks,Top stories,Discussions",30,150,150,2020-01-06,"Informational,Commercial,Non-branded,Non-local",English,,
145,nivea natural radiance body lotion,us,,30,,,,,,100,,,2020-08-11,,,,
146,jergens natural glow self tanner lotion,us,,30,,,,,,30,,,2023-04-30,,,,
147,eczema natural lotion,us,,30,,,,,,30,,,2020-01-24,,,,
148,best all natural baby lotion,us,3,30,,,organic baby lotion,2025-11-25 04:08:18,"Thumbnail,Sitelinks,AI Overview,People also ask,Discussions,Shopping,Top stories,Video preview",30,400,500,2015-09-15,"Informational,Commercial,Non-branded,Non-local",English,,
149,natural facial lotion,us,2,30,1.80,,natural face moisturizer,2026-01-01 22:13:48,"AI Overview,Thumbnail,Shopping,People also ask,Sitelinks,Discussions",40,1700,1700,2017-05-10,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
150,all natural body lotion no chemicals,us,,30,,,,,,40,,,2025-01-17,,,,
151,body lotion natural ingredients,us,0,30,2.00,,clean body lotion,2025-12-19 16:02:48,"Thumbnail,Sitelinks,AI Overview,People also ask,Shopping,Discussions",70,450,450,2020-01-29,"Informational,Commercial,Non-branded,Non-local",English,,
152,natural tanning lotion for tanning beds,us,4,30,0.20,,organic tanning lotion for tanning beds,2025-11-30 21:13:18,"AI Overview,Thumbnail,Sitelinks,People also ask,Shopping,Discussions",40,70,70,2015-11-26,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
153,all natural self tanning lotion,us,1,30,1.40,,organic self tanner,2025-12-29 12:16:20,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions,Top stories,Video preview",30,800,800,2016-07-25,"Informational,Commercial,Non-branded,Non-local",English,,
154,best natural vanilla body lotion,us,,30,,,,,,30,,,2025-02-03,,,,
155,nivea body lotion natural glow,us,,30,,,,,,700,,,2022-04-03,,,,
156,natural vanilla lotion,us,0,30,2.00,,vanilla body lotion,2026-02-21 09:17:03,"Shopping,Thumbnail,People also ask,Discussions,Sitelinks",30,50,50,2016-02-23,"Informational,Commercial,Non-branded,Non-local",English,,
157,nivea natural fairness lotion bottle,us,,30,,,,,,100,,,2025-06-12,,,,
158,cocosolis natural sunscreen lotion spf 30,us,,30,,,,,,40,,,2022-05-28,,,,
159,natural sun tanning lotion,us,,30,,,,,,30,,,2016-07-17,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
160,dr squatch natural lotion non greasy,us,,30,,,,,,30,,,2025-09-03,,,,
161,all natural cocoa butter lotion,us,1,30,0.30,,cocoa butter lotion,2025-12-26 07:15:01,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",40,150,150,2016-05-02,"Informational,Commercial,Non-branded,Non-local",English,,
162,natural glow tanning lotion,us,,30,,,jergens,,,40,,,2017-03-29,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
163,cocosolis natural sunscreen lotion spf50,us,,30,,,,,,40,,,2025-05-08,,,,
164,lotion natural,us,1,30,0.50,,natural moisturizing lotion,2025-12-29 18:03:49,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",60,60,100,2016-08-16,"Informational,Commercial,Non-branded,Non-local",English,,
165,chapstick natural shea lotion reviews,us,,30,,,,,,30,,,2025-07-20,,,,
166,body lotion all natural,us,,20,,,,,,20,,,2015-11-04,,,,
167,natural looking tanning lotion,us,13,20,0.35,,love tan,2025-11-26 08:25:43,"Thumbnail,Sitelinks,People also ask,Shopping,Discussions,Top stories,Video preview",30,700,700,2018-02-08,"Informational,Commercial,Non-branded,Non-local",English,,
168,best body lotion natural,us,0,20,0.00,,non toxic body lotion,2025-12-14 19:55:24,"AI Overview,Thumbnail,Sitelinks,Discussions,People also ask,Shopping,Video preview,Top stories",60,2400,2500,2017-05-23,"Informational,Commercial,Non-branded,Non-local",English,,
169,natural bronze body lotion,us,,20,,,,,,50,,,2020-05-20,"Informational,Commercial,Branded,Non-local",English,,
170,100% natural shea butter body lotion,us,,20,,,,,,20,,,2025-07-24,,,,
171,all natural after sun lotion,us,,20,,,,,,20,,,2020-05-02,"Informational,Commercial,Non-branded,Non-local",English,,
172,natural face lotion for oily skin,us,,20,1.60,,,,,20,,,2016-08-24,"Informational,Commercial,Non-branded,Non-local",English,,
173,natural body lotion for sensitive skin,us,1,20,0.60,,body lotion for sensitive skin,2025-12-30 05:57:20,"Thumbnail,Shopping,People also ask,Sitelinks,Discussions",30,300,300,2019-01-16,"Informational,Commercial,Non-branded,Non-local",English,,
174,natural insect repellent lotion,us,,20,0.35,,,,,40,,,2015-09-09,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
175,natural firming body lotion,us,1,20,0.45,,firming body lotion,2025-12-30 18:32:40,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",30,250,250,2017-02-26,"Informational,Commercial,Non-branded,Non-local",English,,
176,jergens natural glow lotion reviews,us,,20,,,,,,30,,,2016-02-25,"Informational,Commercial,Branded,Non-local",English,,
177,all natural suntan lotion,us,,20,0.80,,,,,30,,,2018-05-29,"Informational,Commercial,Non-branded,Non-local",English,,
178,natural lotion bar,us,1,20,1.30,,solid lotion bar,2025-12-20 17:53:03,"Shopping,Thumbnail",20,300,300,2016-01-29,"Informational,Commercial,Non-branded,Non-local",English,,
179,all natural organic lotion,us,1,20,0.70,,non toxic body lotion,2026-03-07 11:29:17,"AI Overview,Thumbnail,Shopping,People also ask,Sitelinks",30,500,500,2015-10-20,"Informational,Commercial,Non-branded,Non-local",English,,
180,natural bug repellent lotion bar,us,,20,,,,,,20,,,2025-08-06,,,,
181,nivea natural fairness body lotion ingredients,us,,20,,,,,,30,,,2021-04-10,,,,
182,natural scented lotion,us,2,20,1.30,,organic lotion,2026-02-12 02:54:28,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",20,500,500,2015-10-27,"Informational,Commercial,Non-branded,Non-local",English,,
183,natural lotion santa monica ca,us,,20,,,,,,30,,,2020-01-12,,,,
184,natural lotion for body,us,1,20,,,natural body lotion,2025-12-20 21:31:17,"AI Overview,Thumbnail,Sitelinks,People also ask,Shopping,Discussions",40,700,800,2020-01-14,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
185,pigeon natural botanical baby milky lotion,us,,20,,,,,,60,,,2022-10-20,,,,
186,face lotion all natural,us,,20,,,,,,20,,,2019-03-11,,,,
187,dove natural shea lotion ingredients,us,,20,,,,,,20,,,2025-08-02,,,,
188,nivea natural glow body lotion ingredients,us,,20,,,,,,50,,,2023-08-20,,,,
189,natural lotion with spf,us,,20,1.10,,,,,20,,,2015-12-07,"Informational,Commercial,Non-branded,Non-local",English,,
190,best setting lotion for natural hair roller set,us,,20,,,,,,30,,,2016-09-05,,,,
191,burt bees natural acne solutions daily moisturizing lotion,us,0,20,,,burt bees natural acne solutions daily moisturizing lotion,2026-01-19 18:36:18,"Sitelinks,Discussions,Knowledge panel,People also ask",50,10,10,2021-08-19,"Informational,Commercial,Transactional,Branded,Non-local",English,,
192,all-natural lotion stick morris county nj,us,,20,,,,,,20,,,2025-06-10,,,,
193,the moms co. natural body lotion,us,,20,,,,,,50,,,2025-04-16,,,,
194,natural beauty lotion,us,,20,,,,,,20,,,2020-01-10,,,,
195,the moms co. natural baby lotion,us,,20,,,,,,50,,,2020-01-14,,,,
196,natural body lotion with spf,us,,20,0.20,,,,,30,,,2015-10-19,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
197,natural lavender lotion,us,0,20,0.25,,lavender lotion,2025-12-28 11:04:20,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",30,150,150,2016-12-20,"Informational,Commercial,Non-branded,Non-local",English,,
198,jasmine vanilla natural body lotion,us,,20,,,,,,20,,,2024-12-23,,,,
199,best all natural body lotion for dry skin,us,,20,,,,,,20,,,2018-01-31,,,,
200,natural sun lotion,us,28,20,1.20,,natural sunscreen,2025-12-26 08:34:10,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",150,4100,4700,2016-04-27,"Informational,Commercial,Non-branded,Non-local",English,,
201,jergens natural glow firming lotion,us,,20,,,,,,20,,,2017-02-08,"Informational,Commercial,Transactional,Branded,Non-local",English,,
202,best natural looking tanning lotion,us,4,20,0.45,,best self tanner,2025-12-18 05:53:51,"Thumbnail,Sitelinks,People also ask,Discussions,Top stories",20,28000,29000,2016-02-11,"Informational,Commercial,Non-branded,Non-local",English,,
203,men's natural lotion,us,3,20,1.10,,men lotion,2026-01-01 01:20:01,"Shopping,Thumbnail,People also ask,Sitelinks,Discussions",20,400,400,2016-04-14,"Informational,Commercial,Non-branded,Non-local",English,,
204,chemist at play natural aha body lotion reviews,us,,20,,,,,,70,,,2025-08-29,,,,
205,just natural tanning lotion,us,,20,,,,,,20,,,2016-03-16,"Informational,Commercial,Transactional,Branded,Non-local",English,,
206,"best natural body lotion for dry, itchy skin",us,3,20,,,organic body lotion,2025-12-18 03:29:34,"AI Overview,Thumbnail,People also ask,Sitelinks,Discussions,Shopping",20,1400,1800,2022-02-05,"Informational,Commercial,Non-branded,Non-local",English,,
207,tanning lotion natural bronzer,us,,20,,,,,,20,,,2017-06-21,,,,
208,natural bronzing lotion,us,,20,1.60,,,,,20,,,2015-12-27,"Informational,Commercial,Non-branded,Non-local",English,,
209,gillette natural shea lotion reviews,us,,20,,,,,,20,,,2025-07-19,,,,
210,natural vanilla body lotion,us,,20,0.40,,,,,50,,,2017-12-03,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
211,100%natural baby lotion,us,1,20,,,organic baby lotion,2025-12-28 01:47:44,"AI Overview,Thumbnail,Sitelinks,People also ask,Shopping,Discussions",30,600,600,2021-04-27,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
212,all natural sun tan lotion,us,,20,,,,,,20,,,2018-02-16,,,,
213,best natural lotion for baby,us,3,20,,,natural baby lotion,2025-12-29 21:40:41,"AI Overview,Thumbnail,Sitelinks,People also ask,Discussions,Top stories,Video preview,Shopping",20,250,250,2016-07-04,"Informational,Commercial,Non-branded,Non-local",English,,
214,nivea natural glow lotion,us,0,20,0.50,,nivea natural glow body lotion,2026-03-03 01:20:00,"Shopping,Thumbnail,People also ask,Sitelinks",150,50,300,2022-03-25,"Informational,Commercial,Transactional,Branded,Non-local",English,,
215,best natural body lotion no parabens 2025,us,,20,,,,,,20,,,2025-08-12,,,,
216,natural unscented lotion bar,us,,20,,,,,,20,,,2025-05-06,,,,
217,best wrap lotion for natural hair,us,0,20,,,foam wrap for hair,2026-01-03 09:05:17,"People also ask,Shopping,Thumbnail,Sitelinks,Discussions",20,200,200,2015-09-09,"Informational,Commercial,Transactional,Non-branded,Non-local",English,,
218,palmer's cocoa butter natural bronze body lotion,us,,20,,,,,,90,,,2017-08-05,,,,
219,best natural sun tanning lotion,us,,20,0.35,,,,,20,,,2020-05-16,"Informational,Commercial,Non-branded,Non-local",English,,
220,best natural tanning bed lotion,us,,20,,,,,,20,,,2016-03-15,"Informational,Commercial,Non-branded,Non-local",English,,
221,most natural tanning lotion,us,10,20,0.50,,best self tanner,2025-12-27 17:40:09,"Top ads,Paid sitelinks,Thumbnail,People also ask,Sitelinks,Discussions,Top stories,Shopping,Bottom ads",30,30000,32000,2017-05-13,"Informational,Commercial,Non-branded,Non-local",English,,
222,sex lotion natural herb,us,,20,,,,,,200,,,2022-10-18,,,,
223,best natural shea lotion for hydration,us,,20,,,,,,20,,,2025-08-12,,,,
224,best natural lotion for sensitive skin,us,,20,1.60,,,,,20,,,2017-03-13,"Informational,Commercial,Non-branded,Non-local",English,,
225,jergens natural glow in‑shower lotion,us,,20,,,,,,20,,,2025-06-20,,,,
226,all natural lotion brands,us,,20,,,,,,20,,,2016-01-10,"Informational,Commercial,Non-branded,Non-local",English,,
227,just natural rough and bumpy skin lotion,us,,20,,,,,,20,,,2016-01-05,"Informational,Commercial,Branded,Non-local",English,,
228,natural lotion preservative,us,3,20,0.40,,natural preservatives for cosmetics,2025-11-24 05:19:12,"AI Overview,Thumbnail,Sitelinks,People also ask,Shopping",20,150,200,2015-09-22,"Informational,Non-branded,Non-local",English,,
229,natural massage lotion,us,,20,,,,,,20,,,2016-04-22,"Informational,Commercial,Non-branded,Non-local",English,,
230,all-natural lotion,us,,20,,,,,,20,,,2021-01-05,,,,
231,eczema natural healing lotion,us,,20,,,,,,20,,,2025-11-08,,,,
232,nivea natural fairness body lotion reviews,us,,20,,,,,,30,,,2025-05-26,,,,
233,best all natural lotion for men,us,,20,,,,,,20,,,2024-11-29,,,,
234,sun bum natural browning lotion,us,0,20,0.25,,sun bum browning lotion,2026-01-24 17:27:34,"Thumbnail,Shopping,People also ask,Sitelinks,Discussions",30,800,800,2017-03-23,"Informational,Commercial,Transactional,Branded,Non-local",English,"32, 18, 14, 19, 6, 7, 4, 4, 4, 4, 4, 4, 22, 30, 26, 35, 22, 16, 6, 5, 8, 4, 10, 13","26, 35, 43, 41, 24, 13, 9, 7, 6, 6, 10, 13"
